en,ru,url
"My legs are useless at the present,
May they become a fish’s tail!
I’m swimming, and the chill is pleasant,
The distant bridge is glowing pale.
I’ll give my passive soul away,
Let it be turned to smoke anew,
And light, above the gloomy quay,
It’ll change into a tender-blue.
Just look, how deeply I’ve retreated,
I’m diving — seaweed everywhere,
Nobody’s words will be repeated,
Nobody’s yearning will ensnare.
My distant, could it be, somehow,
Grief-stricken, you’ve become unsteady?
What do I hear? For three weeks now,
You only whisper: “why, poor lady!?”","Мне больше ног моих не надо,
Пусть превратятся в рыбий хвост!
Плыву, и радостна прохлада,
Белеет тускло дальний мост.
Не надо мне души покорной,
Пусть станет дымом, лёгок дым,
Взлетев над набережной чёрной,
Он будет нежно-голубым.
Смотри, как глубоко ныряю,
Держусь за водоросль рукой,
Ничьих я слов не повторяю
И не пленюсь ничьей тоской…
А ты, мой дальний, неужели
Стал бледен и печально-нем?
Что слышу? Целых три недели
Ты шепчешь: «Бедная, зачем?!»",https://ruverses.com/anna-akhmatova/my-legs-are-useless-at-the-present/
"Shepherd boy, out on the plain,
This craze will not subdue.
As I recall the cloak and cane
My agonies ensue.
If I rise, I’ll fall anew.
Little horn plays on: loo-loo!
As in a dream, we bade farewell,
I spoke: “I’ll wait for you.”
“We will meet again in hell,”
And laughing, he withdrew.
If I rise, I’ll fall anew.
Little horn plays on: loo-loo!
O deep water, all ablaze,
In the millpond, shining blue,
Not from sorrow — from disgrace,
I have come to you.
Silently, I’ll fall askew…
Distant horn plays on: loo-loo!","Стройный мальчик пастушок,
Видишь, я в бреду.
Помню плащ и посошок,
На свою беду.
Если встану — упаду.
Дудочка поет: ду-ду!
Мы прощались как во сне,
Я сказала: «Жду».
Он, смеясь, ответил мне:
«Встретимся в аду»,
Если встану — упаду.
Дудочка поет: ду-ду!
О глубокая вода
В мельничном пруду,
Не от горя, от стыда
Я к тебе приду.
И без крика упаду,
А вдали звучит: ду-ду.",https://ruverses.com/anna-akhmatova/over-the-water/
"Bare arms, and eyes intent,
Ice-blue, they pull you in,
And like a tan, the pungent scent
Of tar befits your skin.
Your collar’s opened wide,
Your jacket shimmers blue.
The fisherwomen sigh
And blush on seeing you.
Even the girl who sells
Anchovies, mouth agape,
Strays stupefied as well,
Each evening on the cape.
Her frail arms — collapsed,
Her gaze is deep and spent,
She’s tickled by the crabs
That crawl out on the sand.
She doesn’t chase away
These crabs like she did prior
And blood beats more each day
She’s wounded by desire.","Руки голы выше локтя,
А глаза синей, чем лед.
Едкий, душный запах дегтя,
Как загар, тебе идет.
И всегда, всегда распахнут
Ворот куртки голубой,
И рыбачки только ахнут,
Закрасневшись пред тобой.
Даже девочка, что ходит
В город продавать камсу,
Как потерянная бродит
Вечерами на мысу.
Щеки бледны, руки слабы,
Истомленный взор глубок,
Ноги ей щекочут крабы,
Выползая на песок.
Но она уже не ловит
Их протянутой рукой.
Все сильней биенье крови
В теле, раненном тоской.",https://ruverses.com/anna-akhmatova/the-fisherman/
"Strange boy, I’ve gone mad at last,
Wednesday, around three!
On my ring finger, a wasp
Stung me angrily.
I accidentally squeezed my grip,
And it died, I think,
But sharper than a spindle’s tip
Was its poisoned sting.
Strange one, is it you I’ll mourn,
And will your smile linger?
Look! How beautifully adorned
Is this ring upon my finger!","Я сошла с ума, о мальчик странный,
В среду, в три часа!
Уколола палец безымянный
Мне звенящая оса.
Я её нечаянно прижала,
И, казалось, умерла она,
Но конец отравленного жала,
Был острей веретена.
О тебе ли я заплачу, странном,
Улыбнется ль мне твоё лицо?
Посмотри! На пальце безымянном
Так красиво гладкое кольцо.",https://ruverses.com/anna-akhmatova/strange-boy-i-ve-gone-mad-at-last/
"Love conquers, deceitful and slow,
With a soft amateurish refrain.
So strange to think — not long ago
You weren’t dejected and gray.
In the garden, at home, in the field,
Whenever she flashed her smile,
Wherever you were, you believed
You were free and out in the wild.
Once taken by her, you glowed
And you drank her poisons, content.
Because all the stars seemed to grow,
And fields had a different scent,
Autumn fields.","Любовь покоряет обманно,
Напевом простым, неискусным.
Еще так недавно-странно
Ты не был седым и грустным.
И когда она улыбалась
В садах твоих, в доме, в поле,
Повсюду тебе казалось,
Что вольный ты и на воле.
Был светел ты, взятый ею
И пивший ее отравы.
Ведь звезды были крупнее,
Ведь пахли иначе травы,
Осенние травы.",https://ruverses.com/anna-akhmatova/love-conquers-deceitful-and-slow/
"My husband beat me with the plating
Of a belt he bent in two.
With a candle, I keep waiting
On the windowsill for you.
It is dawning. Smoke is weaving,
Rising up above the forge.
O, for me, a captive grieving,
You, again, did not emerge.
It’s for you such fate I bear,
Filled with torment and ordeal,
Did you fall for someone fair?
Does a redhead now appeal?
How to mask such ringing moaning!
Heart is stifled, drunk with dread,
As the thin rays of the morning
Graze the still unrumpled bed.","Муж хлестал меня узорчатым,
Вдвое сложенным ремнём.
Для тебя в окошке створчатом
Я всю ночь сижу с огнём.
Рассветает. И над кузницей
Подымается дымок.
Ах, со мной, печальной узницей,
Ты опять побыть не мог.
Для тебя я долю хмурую,
Долю-муку приняла.
Или любишь белокурую,
Или рыжая мила?
Как мне скрыть вас, стоны звонкие!
В сердце темный, душный хмель,
А лучи ложатся тонкие
На несмятую постель.",https://ruverses.com/anna-akhmatova/my-husband-beat-me-with-the-plating/
"The threshing barn is stifling and hot,
I laugh, but in my heart, I weep from spite.
My old friend mumbles to me: “Jinx it not,
Can’t you discern that luck is on our side!”
I listen to my old friend’s words with doubt.
He’s lost his sight, he’s ludicrous and vile.
He spent his whole life trampling the ground
Of long and dreary trails in denial.
My fragile voice is crying out with sorrow,
The ringing voice of those who knew no better:
“Our knapsacks are all emptied and tomorrow
Just promises more hunger and foul weather!”","Под навесом тёмной риги жарко,
Я смеюсь, а в сердце злобно плачу.
Старый друг бормочет мне: «Не каркай!
Мы ль не встретим на пути удачу!»
Но я другу старому не верю.
Он смешной, незрячий и убогий,
Он всю жизнь свою шагами мерил
Длинные и скучные дороги.
И звенит, звенит мой голос ломкий,
Звонкий голос не узнавших счастья:
«Ах, пусты дорожные котомки,
А на завтра голод и ненастье!»",https://ruverses.com/anna-akhmatova/the-threshing-barn-is-stifling-and-hot/
"Breast so helpless succumbing to chilling,
But with feather-tread airy I paced.
Struggling, frozen left mitten contriving
On right-hand digits to place.
Many journeying paces it seeming —
Yet I knew there were only three!
Midst autumnal-leaved maples, whispering —
It besought me, “Perish with me!
Straying wanderer deceived by snarling
Fickle wicked faith-spending doom.”
Answered I, “O my darling, darling!
You and I’ll go to the tomb…”
Here’s a song of the final meeting.
Cast I glance on dark house’s frame;
Saw the distant and yellow flickering
Candles’ dimly guttering flame.","Так беспомощно грудь холодела,
Но шаги мои были легки.
Я на правую руку надела
Перчатку с левой руки.
Показалось, что много ступеней,
А я знала — их только три!
Между клёнов шёпот осенний
Попросил: «Со мною умри!
Я обманут моей унылой,
Переменчивой, злой судьбой».
Я ответила: «Милый, милый!
И я тоже. Умру с тобой…»
Это песня последней встречи.
Я взглянула на тёмный дом.
Только в спальне горели свечи
Равнодушно-жёлтым огнём.",https://ruverses.com/anna-akhmatova/song-of-the-final-meeting/9668/
"My breast grew cold and numb,
But my feet were light.
On to my right hand I fumbled
The glove to my left hand.
It seemed that there were many steps
— I knew there were only three.
An autumn whisper between the maples
Kept urging: «Die with me.
Change has made me weary,
Fate has cheated me of everything.»
I answered: «My dear, my dear!
I’ll die with you. I too am suffering.»
It was a song of the last meeting.
Only bedroom-candles burnt
When I looked into the dark house,
And they were yellow and indifferent.","Так беспомощно грудь холодела,
Но шаги мои были легки.
Я на правую руку надела
Перчатку с левой руки.
Показалось, что много ступеней,
А я знала — их только три!
Между клёнов шёпот осенний
Попросил: «Со мною умри!
Я обманут моей унылой,
Переменчивой, злой судьбой».
Я ответила: «Милый, милый!
И я тоже. Умру с тобой…»
Это песня последней встречи.
Я взглянула на тёмный дом.
Только в спальне горели свечи
Равнодушно-жёлтым огнём.",https://ruverses.com/anna-akhmatova/song-of-the-final-meeting/1329/
"My breast was chilled through, oh so helpless, 
But my steps were still very light. 
I picked up the glove for the left hand 
And put it by chance on the right.
It seemed like the steps were so many, 
But I knew there were only three! 
Fall's whisper, with maple-trees blending, 
Requested: ""Now die with me!
I'm deceived by this my specious 
Fate far too fickle, untrue."" 
I replied: ""My precious, my precious! 
Me too.  I shall die with you...""
'Tis the song of our very last meeting. 
I glanced at the house now all dark. 
Only candles in the bedroom were burning 
With a nondescript yellowish spark.","Так беспомощно грудь холодела,
Но шаги мои были легки.
Я на правую руку надела
Перчатку с левой руки.
Показалось, что много ступеней,
А я знала — их только три!
Между клёнов шёпот осенний
Попросил: «Со мною умри!
Я обманут моей унылой,
Переменчивой, злой судьбой».
Я ответила: «Милый, милый!
И я тоже. Умру с тобой…»
Это песня последней встречи.
Я взглянула на тёмный дом.
Только в спальне горели свечи
Равнодушно-жёлтым огнём.",https://ruverses.com/anna-akhmatova/song-of-the-final-meeting/5293/
"My breast was bound with a cold band,
And still my steps were light.
The glove intended for my left hand,
I put on my right.
At the thought of the stairs, I grew faint-hearted,
But I knew, there were only three!
An autumnal whisper in the maples started
Begging: «Die with me!
«Fate cheated me — fate, so abysmal,
So moody and full of spite...»
I answered: «My dear! I too am dismal.
I'll die with you tonight...»
The final meeting: I stood on the road.
The house was as dark as shame.
Only, in the bedroom, candles showed
An indifferent yellow flame.","Так беспомощно грудь холодела,
Но шаги мои были легки.
Я на правую руку надела
Перчатку с левой руки.
Показалось, что много ступеней,
А я знала — их только три!
Между клёнов шёпот осенний
Попросил: «Со мною умри!
Я обманут моей унылой,
Переменчивой, злой судьбой».
Я ответила: «Милый, милый!
И я тоже. Умру с тобой…»
Это песня последней встречи.
Я взглянула на тёмный дом.
Только в спальне горели свечи
Равнодушно-жёлтым огнём.",https://ruverses.com/anna-akhmatova/song-of-the-final-meeting/3035/
"My heart was chilled and numb,
But my feet were light.
I fumbled the glove for my left hand
Onto my right.
It seemed there were many steps,
I knew — there were only three.
Autumn, whispering in the maples,
Kept urging: «Die with me!
I’m cheated by joylessness,
Changed by a destiny untrue.»
I answered: «My dear, my dear!
I too: I’ll die with you.»
The song of the last meeting.
I see that dark house again.
Only bedroom candles burning,
With a yellow, indifferent, flame.","Так беспомощно грудь холодела,
Но шаги мои были легки.
Я на правую руку надела
Перчатку с левой руки.
Показалось, что много ступеней,
А я знала — их только три!
Между клёнов шёпот осенний
Попросил: «Со мною умри!
Я обманут моей унылой,
Переменчивой, злой судьбой».
Я ответила: «Милый, милый!
И я тоже. Умру с тобой…»
Это песня последней встречи.
Я взглянула на тёмный дом.
Только в спальне горели свечи
Равнодушно-жёлтым огнём.",https://ruverses.com/anna-akhmatova/song-of-the-final-meeting/2058/
"How helplessly chilled was my chest, yet
My footsteps were nimble and light.
The glove that belonged on my left hand
I unconsciously put on my right.
It seemed that the stairs were endless,
But I knew — there were only three!
Autumn, whispering through the maples,
Pleaded: “Die here with me!
I was blindly deceived by my dreary,
Dismal, changeable Fate.” “And I too,”
I responded, “My darling, my dear one,
And I’ll also die here with you.”
This is the song of the final meeting.
I looked up at your house, — all dark inside.
Just the bedroom candles burned with a fleeting,
Indifferent and yellowish light.","Так беспомощно грудь холодела,
Но шаги мои были легки.
Я на правую руку надела
Перчатку с левой руки.
Показалось, что много ступеней,
А я знала — их только три!
Между клёнов шёпот осенний
Попросил: «Со мною умри!
Я обманут моей унылой,
Переменчивой, злой судьбой».
Я ответила: «Милый, милый!
И я тоже. Умру с тобой…»
Это песня последней встречи.
Я взглянула на тёмный дом.
Только в спальне горели свечи
Равнодушно-жёлтым огнём.",https://ruverses.com/anna-akhmatova/song-of-the-final-meeting/1328/
"Then helplessly my breast grew cold,
But my steps were light.
I pulled the glove for my left hand
Onto my right.
There seemed to be many steps,
But I knew--there were only three!
The whisper of autumn in the maples
Was pleading: «die with me!
I am betrayed by my doleful,
Fickle, evil fate.'
I answered: «Darling, darling!
I too. I will die with you...»
This is the song of the last meeting.
I glanced at the dark house.
Candles were burning only in the bedroom,
With an indifferent-yellow flame.","Так беспомощно грудь холодела,
Но шаги мои были легки.
Я на правую руку надела
Перчатку с левой руки.
Показалось, что много ступеней,
А я знала — их только три!
Между клёнов шёпот осенний
Попросил: «Со мною умри!
Я обманут моей унылой,
Переменчивой, злой судьбой».
Я ответила: «Милый, милый!
И я тоже. Умру с тобой…»
Это песня последней встречи.
Я взглянула на тёмный дом.
Только в спальне горели свечи
Равнодушно-жёлтым огнём.",https://ruverses.com/anna-akhmatova/song-of-the-final-meeting/2264/
"At the new moon, he walked out,
The friend I loved. I’ll be okay!
“Tightrope dancer,” He joked loud,
“How will you survive till May?”
As to a brother, I replied then,
Without gripes or jealousy,
But four new cloaks just aren’t likely
To replace this loss for me.
Let there be danger where I walk,
The way of grief fills me with dread…
The bottom of my shoes are chalked,
My Chinese parasol shines red!
The orchestra plays gleefully,
And lips are smiling with delight,
And yet the heart, the heart can see
The fifth lodge is unoccupied.","Меня покинул в новолунье
Мой друг любимый. Ну так что ж!
Шутил: «Канатная плясунья!
Как ты до мая доживёшь?»
Ему ответила, как брату,
Я, не ревнуя, не ропща,
Но не заменят мне утрату
Четыре новые плаща.
Пусть страшен путь мой, пусть опасен, 
Ещё страшнее путь тоски…
Как мой китайский зонтик красен, 
Натерты мелом башмачки!
Оркестр весёлое играет,
И улыбаются уста.
Но сердце знает, сердце знает,
Что ложа пятая пуста!",https://ruverses.com/anna-akhmatova/at-the-new-moon/
"My Sister, my Muse, looked into my face,
her glance both sharp and clear;
and she took away my golden ring,
Spring's first present of the year.
O Muse! You can see how happy they are,
the girls, the women and widows...
I would rather be broken on the wheel
than carry these fetters.
I break off the daisy's tender head,
seeking the flowery portent;
and I know that everyone on this earth
has to endure love's torment.
I set a light in the window till dawn,
though there's absolutely no one I'm missing.
But the truth is I just don't want to know
that there's anyone else he's kissing.
Tomorrow the smirking mirrors will tell me:
«Neither sharp nor clear are your eyes.»
I shall whisper: «She took all I had:
my heavenly prize.»","Муза-сестра заглянула в лицо,
Взгляд ее ясен и ярок.
И отняла золотое кольцо,
Первый весенний подарок. 
Муза! ты видишь, как счастливы все —
Девушки, женщины, вдовы...
Лучше погибну на колесе,
Только не эти оковы.
Знаю: гадая, и мне обрывать
Нежный цветок маргаритку.
Должен на этой земле испытать
Каждый любовную пытку.
Жгу до зари на окошке свечу
И ни о ком не тоскую,
Но не хочу, не хочу, не хочу
Знать, как целуют другую.
Завтра мне скажут, смеясь, зеркала:
«Взор твой не ясен, не ярок...»
Тихо отвечу: «Она отняла
Божий подарок».",https://ruverses.com/anna-akhmatova/to-the-muse/1985/
"My sister Muse looked at my flaming face, —
Her glance is the bright one and clear —
Took my gold ring off its lawful place —
That first spring present I bear.
“Muse! Do you see how happy are they —
Widows, women and maidens?..
I’d take my death on a wheel every day,
Lest bear these heaviest fetters.”
I understand that, while making a chant,
I’ve to throw off daisies’ petals.
Everyone, everywhere, once must be sent
Onto the rake, sentimental.
The candles are burning on my windowsill,
For grief, there are not any reasons,
But I won’t know or somehow feel
How the other he kisses.
The mirror will tell me, with smiles, in the morn: 
“Today your glance isn’t bright and clear…”
I’ll answer it: “From my heart had been torn
Light of our Savior, dear.”","Муза-сестра заглянула в лицо,
Взгляд ее ясен и ярок.
И отняла золотое кольцо,
Первый весенний подарок. 
Муза! ты видишь, как счастливы все —
Девушки, женщины, вдовы...
Лучше погибну на колесе,
Только не эти оковы.
Знаю: гадая, и мне обрывать
Нежный цветок маргаритку.
Должен на этой земле испытать
Каждый любовную пытку.
Жгу до зари на окошке свечу
И ни о ком не тоскую,
Но не хочу, не хочу, не хочу
Знать, как целуют другую.
Завтра мне скажут, смеясь, зеркала:
«Взор твой не ясен, не ярок...»
Тихо отвечу: «Она отняла
Божий подарок».",https://ruverses.com/anna-akhmatova/to-the-muse/8243/
"...In the gloom of the trees, hidden from view,
Someone rustled the leaves and begun:
“What has your lover done to you,
What has your lover done;
Your eyelids are heavy as if outlined
In the India Ink, dark and gruff.
In stifling torment, he left you behind
In the hands of the poisoner-love.
You no longer count the stabs of the needle —
And your breast cannot be revived,
It’s in vain that you try to always act gleeful —
You are better off buried alive!..”
I told the offender: “You’re cunning and shady,
A devil with no sense of shame.
He’s quiet, he’s gentle, and always obeys me,
And loves me, always the same!”","…И кто-то, во мраке дерев незримый,
Зашуршал опавшей листвой
И крикнул: «Что сделал с тобой любимый,
Что сделал любимый твой;
Словно тронуты черной, густою тушью
Тяжелые веки твои.
Он предал тебя тоске и удушью
Отравительницы-любви.
Ты давно перестала считать уколы —
Грудь мертва под острой иглой.
И напрасно стараешься быть веселой —
Легче в гроб тебе лечь живой!..»
Я сказала обидчику: «Хитрый, черный,
Верно, нет у тебя стыда.
Он тихий, он нежный, он мне покорный,
Влюбленный в меня навсегда!»",https://ruverses.com/anna-akhmatova/fragment/
"The boy there, on the bagpipes playing,
The girl, who weaves herself a wreath,
Two forest paths that cross while straying,
The fire in the fields beneath —
I see it all. I witness it and stow
Deep in my heart, affectionately gentle.
There’s one thing only that I never know
And cannot even tenuously remember.
I do not ask for wisdom or for might.
Only a bit of fire’s warmth! I’m cold!
Winged or wingless, in the day or night,
The merry god won’t visit me at all.","И мальчик, что играет на волынке,
И девочка, что свой плетет венок,
И две в лесу скреcтившихся тропинки,
И в дальнем поле дальний огонек, —
Я вижу все. Я все запоминаю,
Любовно-кротко в сердце берегу.
Лишь одного я никогда не знаю
И даже вспомнить больше не могу.
Я не прошу ни мудрости, ни силы.
О, только дайте греться у огня!
Мне холодно! Крылатый иль бескрылый,
Веселый бог не посетит меня.",https://ruverses.com/anna-akhmatova/the-boy-there-on-the-bagpipes-playing/
"My sister Muse looked at my face,
Her gaze was clear and bright.
She took my golden ring away —
First present of that spring. 
Muse! Do you see their happiness?
Girls, widows, wives.
I would rather die on the rack,
But not these bounds of iron. 
Guessing, I tear the petals 
From the gentle daisy flower.
All of us on this earth 
Must know the torture of love. 
Until dawn, my candle burns on a windowsill
And I miss no one.
But, I don't, don't, don't want to
Know how the other woman is kissed. 
Tomorrow, laughing, the mirror will say
""Your gaze is not clear, not bright""
I will answer quietly: ""She took 
My gift from God away.","Муза-сестра заглянула в лицо,
Взгляд ее ясен и ярок.
И отняла золотое кольцо,
Первый весенний подарок. 
Муза! ты видишь, как счастливы все —
Девушки, женщины, вдовы...
Лучше погибну на колесе,
Только не эти оковы.
Знаю: гадая, и мне обрывать
Нежный цветок маргаритку.
Должен на этой земле испытать
Каждый любовную пытку.
Жгу до зари на окошке свечу
И ни о ком не тоскую,
Но не хочу, не хочу, не хочу
Знать, как целуют другую.
Завтра мне скажут, смеясь, зеркала:
«Взор твой не ясен, не ярок...»
Тихо отвечу: «Она отняла
Божий подарок».",https://ruverses.com/anna-akhmatova/to-the-muse/356/
"Muse-sister gazed at me pensively,
Her clear bright eyes didn’t blink,
And snatched the gold ring from me,
The very first gift of spring.
Muse! you see, how happy they feel –
Young ladies, widows, and wives…
I would much rather die on the wheel
Than to be in these fetters for life.
I know: while guessing, even I will tear
Those delicate daisy petals.
All on this earth are destined to bear
The torments of love unsettled.
Until sunrise, my candle remains aglow
And there isn’t a person I miss,
But I don’t, don’t, don’t want to know
How another woman is kissed.
Tomorrow, laughing, the mirrors will say:
“Your gaze isn’t clear or bright…”
And I’ll reply quietly: “She took away
A gift from God that night.”","Муза-сестра заглянула в лицо,
Взгляд ее ясен и ярок.
И отняла золотое кольцо,
Первый весенний подарок. 
Муза! ты видишь, как счастливы все —
Девушки, женщины, вдовы...
Лучше погибну на колесе,
Только не эти оковы.
Знаю: гадая, и мне обрывать
Нежный цветок маргаритку.
Должен на этой земле испытать
Каждый любовную пытку.
Жгу до зари на окошке свечу
И ни о ком не тоскую,
Но не хочу, не хочу, не хочу
Знать, как целуют другую.
Завтра мне скажут, смеясь, зеркала:
«Взор твой не ясен, не ярок...»
Тихо отвечу: «Она отняла
Божий подарок».",https://ruverses.com/anna-akhmatova/to-the-muse/4754/
"It’s endless — the heavy, amber day!
Impossible grief, pointless waiting!
And the silver-voiced deer, again,
Under the Northern Lights, belling.
And I think there’s cold snow
A blue font for the poor and ill,
And a little sledge’s headlong flow,
To the ancient chime of far-off bells.","Он длится без конца — янтарный, тяжкий день!
Как невозможна грусть, как тщетно ожиданье!
И снова голосом серебряным олень
В зверинце говорит о северном сиянье.
И я поверила, что есть прохладные снег
И синяя купель для тех, кто нищ и болен,
И санок маленьких такой неверный бег
Под звоны древние далёких колоколен.",https://ruverses.com/anna-akhmatova/for-mikhail-lozinsky/
"I cried and I even repented,
Let the sky thunder and groan!
My dark heart just couldn’t stand it
In your forsaken vacant home.
I know a pain that is unbearable,
The shame of returning stunned…
How frightening it is, how terrible,
To the unloved, to the quiet one.
If I bend down by him, sparkling,
As my necklace jingles free;
He will only ask me: “Darling!
Where was it you prayed for me?”","Я и плакала и каялась,
Хоть бы с неба грянул гром!
Сердце тёмное измаялось
В нежилом дому́ твоём.
Боль я знаю нестерпимую, 
Стыд обратного пути…
Страшно, страшно к нелюбимому, 
Страшно к тихому войти.
А склонюсь к нему нарядная,
Ожерельями звеня, 
Только спросит: «Ненаглядная!
Где молилась за меня?»",https://ruverses.com/anna-akhmatova/i-cried-and-i-even-repented/
"Do not crumble my letter, my angel.
Keep on reading until it’s complete.
I’m so tired of being a stranger,
An outsider you happened to meet.
Do not gaze on me thus, full of spleen,
I’m the one that you love, I’m the one.  
Not a shepherdess now nor a queen,
And I’m surely no longer a nun —
In this everyday grayish attire,
On the heels, worn away at the base…
But, like always, my touch burns like fire,
With the selfsame fear in my gaze.
Do not crumble my letter, my angel.
Over intimate lies, do not cry.
In your knapsack, carry its pages,
At the bottom of it, let it lie.","Ты письмо мое, милый, не комкай.
До конца его, друг, прочти.
Надоело мне быть незнакомкой,
Быть чужой на твоем пути.
Не гляди так, не хмурься гневно,
Я любимая, я твоя.
Не пастушка, не королевна
И уже не монашенка я —
В этом сером будничном платье,
На стоптанных каблуках…
Но, как прежде, жгуче объятье,
Тот же страх в огромных глазах.
Ты письмо мое, милый, не комкай
Не плачь о заветной лжи
Ты его в твоей бедной котомке
На самое дно положи.",https://ruverses.com/anna-akhmatova/do-not-crumble-my-letter-my-angel/4344/
"As a silver, delicate strand
Is woven in my dark tresses —
Only you, silent nightingale,
Can understand this torment.
Your sensitive ear hears distance,
In the willow’s thin branches,
Ruffled, you gaze — without breathing —
If a strange song sounds.
But a moment ago, a moment,
The poplars suddenly stilled,
And your ineffable joy,
Rang out, your poisonous song.","Как вплелась в мои темные косы 
Серебристая нежная прядь, —
Только ты, соловей безголосый, 
Эту муку сумеешь понять.
Чутким ухом далекое слышишь 
И на тонкие ветки ракит, 
Весь нахохлившись, смотришь — не дышишь. 
Если песня чужая звучит.
А еще так недавно, недавно 
Замирали вокруг тополя, 
И звенела и пела отравно 
Несказанная радость твоя.",https://ruverses.com/anna-akhmatova/black-tresses/2135/
"In my long dark braids interwoven
Is a delicate silvery strand, —
Voiceless nightingale, such torment,
Only you could understand.
You hear everything around you,
Ruffled, breathless, gazing straight
At the willow’s fronds — astounded,
If a stranger’s song is played.
But just recently, all about,
Poplars hushed and met in a throng,
As your ineffable joy burst out
In a resonant poisonous song.","Как вплелась в мои темные косы 
Серебристая нежная прядь, —
Только ты, соловей безголосый, 
Эту муку сумеешь понять.
Чутким ухом далекое слышишь 
И на тонкие ветки ракит, 
Весь нахохлившись, смотришь — не дышишь. 
Если песня чужая звучит.
А еще так недавно, недавно 
Замирали вокруг тополя, 
И звенела и пела отравно 
Несказанная радость твоя.",https://ruverses.com/anna-akhmatova/black-tresses/4961/
"I walked without dragging my feet
but felt heavy at heart and frightened;
and I pulled onto my left hand
the glove that belonged to the right.
There seemed to be countless steps,
though I knew there were only three,
and an autumn voice from maples
whispered, «Die with me!
I have been undone by a fate
that is cheerless, flighty and cruel.»
I repied, «So have I, my dearest —
let me die one death with you...»
The song of a last encounter:
I glanced up at a dark wall:
from the bedroom indifferent candles
glowed yellow... And that was all.","Так беспомощно грудь холодела,
Но шаги мои были легки.
Я на правую руку надела
Перчатку с левой руки.
Показалось, что много ступеней,
А я знала — их только три!
Между клёнов шёпот осенний
Попросил: «Со мною умри!
Я обманут моей унылой,
Переменчивой, злой судьбой».
Я ответила: «Милый, милый!
И я тоже. Умру с тобой…»
Это песня последней встречи.
Я взглянула на тёмный дом.
Только в спальне горели свечи
Равнодушно-жёлтым огнём.",https://ruverses.com/anna-akhmatova/song-of-the-final-meeting/2553/
"Dying, I pine over immortality.
Low is the cloud of dusty mist.
Least let it be the naked red devils,
Least let it be a vat of rank tar.
Crawl on to me, beguile,
Ye threats from crumbling books.
Only leave me my memory,
Only the memory at the last moment.
So that in the harrowing line
You would not seem a stranger,
I am ready to pay a hundredfold
For smiles and dreams.
The hour of death, bowing down,
Will quench thirst with a sublimate.
And the people shall come and bury
My body and my voice.","Умирая, томлюсь о бессмертье.
Низко облако пыльной мглы...
Пусть хоть голые красные черти,
Пусть хоть чан зловонной смолы.
Приползайте ко мне, лукавьте,
Угрозы из ветхих книг,
Только память вы мне оставьте,
Только память в последний миг.
Чтоб в томительной веренице
Не чужим показался ты,
Я готова платить сторицей
За улыбки и за мечты.
Смертный час, наклонясь, напоит
Прозрачной сулемой.
А люди придут, зароют
Мое тело и голос мой.",https://ruverses.com/anna-akhmatova/dying-i-pine-over-immortality/1046/
"How I crave immortality, dying.
Clouds of dust come low from afar...
Let the naked red devils come flying,
With the cauldrons of foul-smelling tar.
Playing tricks, crawl up to me, lurking,
Threats from books, all tattered and bent,
Only leave me my memory working
Just my memory, whole to the end.
So that there, in tormenting succession,
Your face doesn’t seem to me strange,
I will pay hundredfold for possessions
Of smiles and dreams, in exchange.
Death will quench my thirst in a hurry
With a see-through, corrosive lye
And the people will come here to bury
My body and voice when I die.","Умирая, томлюсь о бессмертье.
Низко облако пыльной мглы...
Пусть хоть голые красные черти,
Пусть хоть чан зловонной смолы.
Приползайте ко мне, лукавьте,
Угрозы из ветхих книг,
Только память вы мне оставьте,
Только память в последний миг.
Чтоб в томительной веренице
Не чужим показался ты,
Я готова платить сторицей
За улыбки и за мечты.
Смертный час, наклонясь, напоит
Прозрачной сулемой.
А люди придут, зароют
Мое тело и голос мой.",https://ruverses.com/anna-akhmatova/dying-i-pine-over-immortality/4952/
"I dream less of him, dear God be gloried,
Does not glimmer everywhere any more.
Fog has fallen on the whitened road,
Shadows run over water to the shore.
All day long the ringing did not quiet
Over the expanse of ploughed up soil,
Here with greatest force away from Jonah
Distant Laurel belltowers do recoil.
I am trimming on the lilac bushes
Branches, that are now in full flower;
Ramparts of ancient fortifications
Two old monks are slowly walking over.
Dear world, understood and corporeal,
For me, one unseeing, set alive.
Heal this soul of mine, the King of Heaven,
With the icy comfort of not love.","Стал мне реже сниться, слава Богу, 
Больше не мерещится везде.
Лег туман на белую дорогу,
Тени побежали по воде.
И весь день не замолкали звоны
Над простором вспаханной земли,
Здесь всего сильнее от Ионы
Колокольни лаврские вдали.
Подстригаю на кустах сирени
Ветки те, что нынче отцвели,
По валам старинных укреплений
Два монаха медленно прошли.
Мир родной, понятный и телесный
Для меня, незрячей, оживи.
Исцелил мне душу царь небесный
Ледяным покоем нелюбви.",https://ruverses.com/anna-akhmatova/i-dream-of-him-less-often-with-each-night/5592/
